Unnamed: 0,full_text,tweet_english
3206,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,"field visit to the capital of the archipelago with the biggest construction company in Central Asia, the big three of Eurasia, accompanied by Deputy for Investment, Agung Wicaksono, business meeting with the biggest construction company in Central Asia and Kazakhstan"
3207,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,"field visit to the capital of the archipelago with the biggest construction company in Central Asia, the big three of Eurasia, accompanied by Deputy for Investment, Agung Wicaksono, business meeting with the biggest construction company in Central Asia and Kazakhstan"
3208,lovable and livable city at ground zero of nusantara kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest,lovable and livable city at ground zero of nusantara visit the capital city of nusantara with big construction companies kazakhstan central asia three big eurasia accompany deputy for investment agung wicaksono business meeting with the biggest
3209,sama agung wicaksono deputi kepala bidang investasi kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the,"Sama Agung Wicaksono Deputy Head of Investment Field Visits the Archipelago Capital with Big Construction Businesses in Kazakhstan, Central Asia, Big Three of Eurasia Accompanying Deputy Head of Investment Agung Wicaksono Business Meeting with the"
3210,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,"field visit to the capital of the archipelago with the biggest construction company in Central Asia, the big three of Eurasia, accompanied by Deputy for Investment, Agung Wicaksono, business meeting with the biggest construction company in Central Asia and Kazakhstan"
3211,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,"field visit to the capital of the archipelago with the biggest construction company in Central Asia, the big three of Eurasia, accompanied by Deputy for Investment, Agung Wicaksono, business meeting with the biggest construction company in Central Asia and Kazakhstan"
3212,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,"field visit to the capital of the archipelago with the biggest construction company in Central Asia, the big three of Eurasia, accompanied by Deputy for Investment, Agung Wicaksono, business meeting with the biggest construction company in Central Asia and Kazakhstan"
3213,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,"field visit to the capital of the archipelago with the biggest construction company in Central Asia, the big three of Eurasia, accompanied by Deputy for Investment, Agung Wicaksono, business meeting with the biggest construction company in Central Asia and Kazakhstan"
3214,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,"field visit to the capital of the archipelago with the biggest construction company in Central Asia, the big three of Eurasia, accompanied by Deputy for Investment, Agung Wicaksono, business meeting with the biggest construction company in Central Asia and Kazakhstan"
3215,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,"field visit to the capital of the archipelago with the biggest construction company in Central Asia, the big three of Eurasia, accompanied by Deputy for Investment, Agung Wicaksono, business meeting with the biggest construction company in Central Asia and Kazakhstan"
3216,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,visit the capital city of the archipelago with the biggest construction company in central asia and kazakhstan big three eurasia accompanying deputy for investment agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan
3217,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,visit the capital city of the archipelago with the biggest construction company in central asia and kazakhstan big three eurasia accompanying deputy for investment agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan
3218,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,visit the capital city of the archipelago with the biggest construction company in central asia and kazakhstan big three eurasia accompanying deputy for investment agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan
3219,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,visit the capital city of the archipelago with the biggest construction company in central asia and kazakhstan big three eurasia accompanying deputy for investment agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan
3220,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,"field visit to the capital of the archipelago with the biggest construction company in Central Asia, the big three of Eurasia, accompanied by Deputy for Investment, Agung Wicaksono, business meeting with the biggest construction company in Central Asia and Kazakhstan"
3221,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,visit the capital city of the archipelago with the biggest construction company in central asia and kazakhstan big three eurasia accompanying deputy for investment agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan
3222,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,"field visit to the capital of the archipelago with the biggest construction company in Central Asia, the big three of Eurasia, accompanied by Deputy for Investment, Agung Wicaksono, business meeting with the biggest construction company in Central Asia and Kazakhstan"
3223,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,"field visit to the capital of the archipelago with the biggest construction company in Central Asia, the big three of Eurasia, accompanied by Deputy for Investment, Agung Wicaksono, business meeting with the biggest construction company in Central Asia and Kazakhstan"
3224,kunjung lapang ibu kota nusantara sama usaha konstruksi besar kazakhstan asia tengah tiga besar eurasia damping deputy bidang investasi agung wicaksono business meeting with the biggest construction company in central asia and kazakhstan,"field visit to the capital of the archipelago with the biggest construction company in Central Asia, the big three of Eurasia, accompanied by Deputy for Investment, Agung Wicaksono, business meeting with the biggest construction company in Central Asia and Kazakhstan"
3225,otorita ibu kota nusantara ikn tegas jumlah duduk ikn kalimantan timur batas 2 juta jiwa,The Indonesian capital authority has firmly established that the number of seats in East Kalimantan is limited to 2 million people
3226,dubes ri delegasi bi group kazakhstan kunjung ibu kota nusantara,"RI Ambassador, Kazakhstan Bi Group delegation visits the archipelago's capital"
3227,upaya perintah menigkatkan ekonomi masyarakat papua,The command's efforts to improve the economy of the people of Papua
3228,batas mobil dinas ibu kota nusantara ikn buat jabat wajib naik transportasi publik sepeda,Indonesian capital city official car limit icon for official positions must use public transportation bicycle
3229,otorita ibu kota nusantara ikn ungkap ikn operasi perdana 17 agustus 2024 tepat raya hut merdeka ri nusantara kalimantan timur,Indonesian capital authority IKN reveals IKN first operation 17 August 2024 precisely Raya Hut Independen RI Nusantara East Kalimantan
3230,jabat perintah dinas ibu kota nusantara ikn presiden menteri tak dapat jatah mobil dinas resmi mobilitas jabat wajib manfaat transportasi umum jabat perintah punya mobil dinas resmi ujar deputi bidang sarana,"position of official command for the capital of the archipelago, iKN president, minister cannot be allocated an official official car, mandatory mobility, benefits of public transportation, position of command to have an official official car, said the deputy for facilities"
3231,ppu personil satu tugas operasi nusantara mahakam polda kaltim laksana patroli kamtibmas intensif aman beberapa titik penting kawasan ibu kota negara ikn,"PPU personnel on one task of the Mahakam Archipelago Operation, East Kalimantan Regional Police carry out intensive security and security patrols at several important points in the region of the nation's capital, IKN"
3232,nama ikn ibu kota nusantara nama tagih hutang 120 negara dunia pakai colateral raja nusantara dasar cetak uang nusantara se sederhana kalian tahu,name of the archipelago's capital city name of debt collection from 120 world countries using collateral king of the archipelago basics of printing archipelago money as simple as you know
3233,usai pilpres banyak investor antre ikn iklim investasi geliat,"After the presidential election, many investors queued up as the investment climate improved"
3234,ikn maju indonesia,Indonesia's advanced science
3235,ikn maju indonesia,Indonesia's advanced science
3236,ikn maju indonesia,indonesia forward icon
3237,presiden pandang pindah ibu kota nusantara langkah strategis bangun indonesia depan,The president sees moving the archipelago's capital as a strategic step to build Indonesia's future
3238,warga sulawesi selatan siap jadi bagi ibu kota nusantara,South Sulawesi residents are ready to become the capital city of the archipelago
3239,dukung pindah ibu kota nusantara upaya tata negara indonesia seluruh,"support the relocation of the capital city of the archipelago, an effort to organize the entire Indonesian state"
3240,bangun ibu kota nusantara harap laku perhati aspek aspek kota modern lanjut,"When building the capital of the archipelago, please pay attention to the aspects of a modern city"
3241,upaya perintah atas naik harga pangan,command efforts to increase food prices
3242,ini jembatan pulau balang ikn rupa jembatan hubung kota balikpapan ibu kota nusantara,"This Balang Island Bridge looks like a bridge connecting the city of Balangpapan, the capital of the archipelago"
3243,senin 19022024 ada rapat koordinasi rakor cepat oleh tanah ibu kota nusantara ikn pimpin menteri koordinator bidang maritim investasi menko marves,"Monday 19022024 there was a quick coordination meeting by the land capital of the archipelago, IKN, lead coordinating minister for maritime investment, coordinating minister for maritime affairs"
3244,siapsiap jabat pindah tugas ibu kota nusantara ikn dapat mobil dinas tugas negara sebut wajib pakai transportasi umum hal warga biasa lengkap,"get ready to move to work in the capital of the archipelago, get an official car, state duty, call it mandatory to use public transportation for ordinary citizens, complete"
3245,menteri pendayagunaan aparatur negara reformasi birokrasi abdullah azwar anas mangkas jumlah aparatur sipil negara asn pindah ibu kota nusantara jadi 6000 17 ribu orang,"Minister of State Apparatus Empowerment, Bureaucratic Reform, Abdullah Azwar Anas, Cuts the Number of State Civil Apparatus ASN to 6,000 in Moving the Indonesian Capital to 17,000 People"
3246,otorita ibu kota nusantara sebut jabat perintah ikn dapat mobil dinas naik transportasi umum bijak komitmen ikn kota ramah lingkung 80 persen transportasi publik 100 persen kendara listrik,Indonesian capital authority says IKN command post can get official cars using public transportation wisely IKN's environmentally friendly city commitment 80 percent public transportation 100 percent electric vehicles
3247,otorita ibu kota nusantara ikn kata ikn kalimantan timur mulai operasi perdana 17 agustus 2024 tepat raya hut merdeka ke79 republik indonesia raya hut merdeka ri jadi titik awal pindah,Indonesian Capital Authority IKN Kata IKN East Kalimantan begins first operations August 17 2024 Proper Raya Hut Independence 79th Republic of Indonesia Raya Hut Independence Republic of Indonesia becomes the starting point for moving
3248,otorita ibu kota nusantara ikn sebut jabat perintah ikn dapat mobil dinas naik transportasi umum mau tau lengkap yuk baca informasi,"Indonesian capital authority IKN calls IKN command position to get official car by public transportation If you want to know the full details, let's read the information"
3249,senin 19022024 ada rapat koordinasi rakor cepat oleh tanah ibu kota nusantara ikn pimpin menteri koordinator bidang maritim investasi menko marves luhut binsar pandjaitan,"Monday 19022024 there was a quick coordination meeting by the land capital of the archipelago, IKN, lead coordinating minister for maritime investment, coordinating minister for maritime affairs, Luhut Binsar Pandjaitan"
3250,menteri atrkepala bpn agus harimurti yudhoyono ahy jadwal kunjung ibu kota nusantara ikn pekan depan,Minister AtrHead of BPN Agus Harimurti Yudhoyono Ahy schedule to visit the capital of the archipelago IKN next week
3251,uu no 212023 beri pasti lanjut giat 4p ikn nusantara,UU No. 212023 will definitely continue to be active in 4P Indonesian Archipelago Fish
3252,bangun ikn wujud indonesia emas,wake up like a golden Indonesia
3253,ikn terus lanjut landas regulasi kuat,IKN continues to maintain a strong regulatory base
3254,peluang investasi bidang rumah properti ibu kota nusantara ikn sangat prospektif,Investment opportunities in the housing and property sector in Indonesia's capital city are very prospective
3255,dukung warga kalimantan pindah ibu kota nusantara,support Kalimantan residents to move to the capital of the archipelago
3256,ibu kota nusantara dorong cepat tumbuh ekonomi nasional,The capital city of the archipelago encourages rapid growth of the national economy
3257,bangun ibu kota nusantara harap laku perhati aspek aspek kota,"build the capital of the archipelago, please pay attention to the aspects of the city"
3258,pindah ibu kota nusantara solusi atas macet padat jakarta,Moving to the capital of the archipelago is a solution to Jakarta's heavy traffic jams
3259,dukung warga kalimantan pindah ibu kota nusantara,support Kalimantan residents to move to the capital of the archipelago
3260,alam bangun ibu kota astana bi group asal kazakhstan ikut bangun ibu kota nusantara,Alam builds capital city of Astana. Bi group from Kazakhstan joins in building capital city of the archipelago
3261,mendagri optimistis hut ri tahun gelar ibu kota nusantara,Minister of Home Affairs is optimistic about the anniversary of the Republic of Indonesia's title as the capital of the archipelago
3262,kota makassar sulawesi selatan instalasi olah air limbah ipal terap ibu kota nusantara ikn,"Makassar City, South Sulawesi, applied wastewater treatment installation, capital of the archipelago, IKN"
3263,teliti ahli utama pusat riset iklim atmosfer brin eddy hermawan ingat ada potensi banjir pulau kalimantan salah satu kawasan ibu kota nusantara ikn akibat gera semu matahari ada garis khatulistiwa ekuinoks gak bahaya tah,"research the main expert at the atmospheric climate research center Brin Eddy Hermawan, remember that there is a potential for flooding on the island of Kalimantan, one of the capital areas of the Indonesian archipelago, due to the apparent movement of the sun, there is no danger at the equator, the equinox"
3264,depan istana presiden ibu kota nusantara alhamdulillah siap tuju 17 agustus 2024 tampak jalan sesuai rencana terima kerja keras seluruh insan visi presiden,"in front of the presidential palace, the capital of the archipelago, thank God, it is ready to go to August 17, 2024. It looks like the road is going according to plan. Thank you for the hard work of all the people, the president's vision."
3265,otorita ibu kota nusantara ikn ungkap ikn bangun kota bukan ramah lingkung ramah individu brin banser triple j minat wa brrrrrrrreaking news,"Indonesian capital authority IKN says IKN is building cities that are not environmentally friendly, individual friendly Brin Banser Triple J Interest WA Brrrrrrrrreaking news"
3266,ibu kota nusantara bangun kota bukan ramah lingkung ramah individu 80 persen mobilitas ikn prioritas guna transportasi publik nyaman mobilitas aktif brin banser triple j minat wa brrrrrrrreaking news,"the capital of the archipelago builds a city that is not environmentally friendly, individual friendly, 80 percent of priority IKN mobility for comfortable public transportation, active mobility, brin banser triple j, interest wa brrrrrrrreaking news"
3267,proyek duplikasi jembatan pulau balang bentang pendek ikn,IKN short span Balang Island bridge duplication project
3268,2 rumah tapak jabat menteri rtjm ibu kota nusantara rumah menteri sebut lengkap bagai perabot lokal mevvah ges,"2 houses on the site of the Minister of RTJM, capital of the archipelago, the minister's house is said to be complete with local furniture, mevvah ges"
3269,menpanrb abdullah azwar anas kata jumlah syarat kompetensi asn pindah ibu kota nusantara ikn asn boyong ikn kuasa literasi digital prinsip ikn lt,Minister of Administrative and Bureaucratic Reform Abdullah Azwar Anas said number of competency requirements for ASN moving to the capital of the archipelago IKN ASN brings IKN digital literacy power IKN LT principles
3270,bmw group indonesia nyata minat laku ekspansi mobil listrik ibu kota nusantara ikn kalimantan timur,"BMW Group Indonesia has real interest in selling electric cars in the capital of the archipelago, East Kalimantan"
3271,ksad maruli simanjuntak kata tni ad tempat 18 satu ibu kota nusantara ikn,"Chief of Staff Maruli Simanjuntak said TNI AD is place 18, one of the capital cities of the archipelago, IKN"
3272,2 rumah tapak jabat menteri rtjm ibu kota nusantara rumah menteri sebut lengkap bagai perabot lokal mevvah ges,"2 houses on the site of the Minister of RTJM, capital of the archipelago, the minister's house is said to be complete with local furniture, mevvah ges"
3273,skenario pindah aparatur sipil negara asn ibu kota nusantara ikn terus matang aspek lembaga tata kelola sumber daya manusia sdm aparatur,scenario of moving state civil servants ASN to the capital of the archipelago IKN continues to mature institutional aspects of human resource governance HR apparatus
3274,nusantara ibu kota baru pertama canang sdgs sejak awal bangun,"The archipelago, the first new capital city of Canang SDGS since its inception"
3275,paku kapolda kaltim irjen pol dar nanang avianto m si turut damping rombong mendagri muhammad tito karnavian laku kunjung kerja ibu kota nusantara ikn kamis 22224,"Pak Kapolda East Kalimantan Inspector General of Police Dar Nanang Avianto M Si also accompanied the group of Minister of Home Affairs Muhammad Tito Karnavian on a visit to work, capital of the archipelago, IKN Thursday 22224"
3276,wujud kantor presiden bentuk garuda raksasa ikn lt,"the shape of the president's office is the shape of a giant garuda, IKN lt"
3277,pj bupati ppu damping mendagri kunjung ibu kota nusantara,The acting regent of the PPU accompanied the Minister of Home Affairs to visit the capital of the archipelago
3278,menpan ungkap skenario pindah aparatur sipil negara asn ibu kota nusantara ikn laku tahap ikut sedia huni,Minister of Administrative and Bureaucratic Reform revealed the scenario of moving civil servants to the capital of the archipelago to be ready for habitation
3279,presiden joko widodo tinjau progres bangun pasang bilah pertama garuda kantor presiden ibu kota nusantara ikn kabupaten najam paser utara provinsi kalimantan timur,"President Joko Widodo reviews construction progress installing first blades of Garuda President's Office, capital of the archipelago, IKN, North Najam Paser Regency, East Kalimantan Province"
3280,otorita ibu kota nusantara ikn catat realisasi investasi masuk bangun ikn,"The Indonesian capital authority, IKN, recorded the realization of investment in building IKN"
3281,ibu kota nusantara jadi pusat giat internasional warga tempat kembang jaring hubung bisnis baru,The capital of the archipelago has become a center for active international residents where new business links develop
3282,plts jadi sumber energi hijau ibu kota nusantara,PLTS is a source of green energy for the capital of the archipelago
3283,ppu personil satu tugas operasi nusantara mahakam polda kaltim laksana patroli sambang kamtibmas aman beberapa titik penting kawasan ibu kota negara ikn kamis 220224,"PPU personnel on one task of the Mahakam Archipelago Operation, East Kalimantan Regional Police carry out security patrols, security and social security, several important points in the national capital area, IKN Thursday 220224"
3284,dukung warga kalimantan pindah ibu kota nusantara,support Kalimantan residents to move to the capital of the archipelago
3285,jelas otorita soal tol ikn nusantara seksi 6a6b nila rp 2 7 t ganjal masalah lahan lewat,it is clear that the authority regarding the Indonesian IKN toll road section 6a6b is worth IDR 2 7 t to block the land issue
3286,ibu kota nusantara jadi simbol bangkit indonesia negara maju modern,"The capital city of the archipelago is a symbol of Indonesia's rise to become a modern, advanced country"
3287,iring rencana bangun ibu kota nusantara bangun infrastruktur fasilitas perlu daerah daerah pencil kurang kembang,"Accompanying plans to build an Indonesian capital city, infrastructure and facilities need to be built in less developed outlying areas"
3288,ibu kota nusantara beri sempat daerah kembang pesat,The capital city of the archipelago has become an area of ​​rapid development
3289,pindah ibu kota nusantara peluang besar kembang daya saing ekonomi indonesia,Moving to the capital city of the archipelago is a big opportunity to develop Indonesia's economic competitiveness
3290,otoritas ibu kota nusantara ikn kata kota sebut nanti milik teknologi canggih masuk jalan tol kepala ikn bambang susantono kata infrastruktur jalan tol indonesia bangun canggih ikn kreatif citra sonia,the authority of the archipelago's capital city IKN said the city would later be owned by advanced technology entering the toll road IKN head Bambang Susantono said Indonesia's toll road infrastructure build sophisticated IKN creative image Sonia
3291,the owner of this bakso meatballs restaurant is a visionary heshe changed the name of the restaurant to it means bakso of nusantara capital city now i am heading to ibu kota and business meeting of the biggest construction company in central,the owner of this bakso meatballs restaurant is a visionary heshe changed the name of the restaurant to it means bakso of nusantara capital city now i am heading to capital city and business meeting of the biggest construction company in central
3292,menteri pendayagunaan aparatur negara reformasi birokrasi kata bulan oktober 2024 aparatur sipil negara asn rencana mulai kerja ibu kota nusantara ikn,Minister for Administrative Reform Bureaucratic Reform said October 2024 State Civil Apparatus ASN plans to start work capital of the archipelago IKN
3293,halo otorita ibu kota nusantara ikn umum hasil seleksi tulis makalah seleksi buka isi jabat direktur lingkung otorita ibu kota nusantara umum informasi lengkap unduh lalu,hello archipelago capital authority general science selection results write selection paper open content position director environment general archipelago capital city authority complete information download then
3294,bca pasti bakal bangun kantor ikn tahun,BCA will definitely build an office this year
3295,kalimantan timur dorong bangun ibu kota negara nusantara indaria karya turut kontribusi kerja kawasan inti pusat perintah kipp,East Kalimantan pushes to build the capital of the Indonesian archipelago. Karya also contributes to work in the core area of ​​the Kipp command center
3296,indonesia infrastruktur konektivitas utama jalan tol bangun canggih ibu kota nusantara ikn kalimantan timur proyek jalan tol ikn kalimantan timur rancang adopsi konsep teknologi charging lane terap swedia,"Indonesia's main connectivity infrastructure, state-of-the-art toll roads, capital of the archipelago, IKN, East Kalimantan, IKN East Kalimantan toll road project, design adoption of Swedish applied charging lane technology concept"
3297,agung dayu group pimpin sugianto kusuma akrab sapa aguan ungkap rencana kembang proyek baru ibu kota nusantara kalimantan timur,"Agung Dayu Group led by Sugianto Kusuma, familiarly known as Aguan, reveals development plans for new project for the capital of the archipelago, East Kalimantan"
3298,sugianto kusuma kata jumlah proyek kejar mulai bangun ibu kota nusantara ikn waktu dekat salah satu bangun mall duty free pusat belanja bebas bea,"Sugianto Kusuma said that the number of projects being pursued will start to build the capital city of the archipelago in the near future, one of which will build a duty free mall, a duty free shopping center"
3299,ikn singkat ibu kota nusantara,short description of the capital of the archipelago
3300,deputi bidang reformasi birokrasi akuntabilitas aparatur awas menteri aparatur negara reformasi birokrasi panrb erwan agus purwanto kata kloter pertama aparatur sipil negara asn pindah ibu kota nusantara ikn kalimantan timur,deputy for bureaucratic reform accountability of civil servants supervising minister of state apparatus bureaucratic reform panrb erwan agus purwanto said the first group of state civil servants ASN moved to the capital of the archipelago iKN East Kalimantan
3301,ibu kota nusantara rancang khusus jadi kota hijau cerdas inklusif lanjut,"The capital city of the archipelago is specifically designed to become a more inclusive, intelligent green city"
3302,senin 19022024 ada rapat koordinasi rakor cepat oleh tanah ibu kota nusantara ikn pimpin menteri koordinator bidang maritim investasi menko marves luhut binsar pandjaitan,"Monday 19022024 there was a quick coordination meeting by the land capital of the archipelago, IKN, lead coordinating minister for maritime investment, coordinating minister for maritime affairs, Luhut Binsar Pandjaitan"
3303,usai pilpres banyak investor antre ikn,"After the presidential election, many investors lined up for IKN"
3304,nama tahan hidup ibukota bukan ibu kota nusantara,the survivable name of the capital is not the capital of the archipelago
3305,senin 19022024 ada rapat koordinasi rakor cepat oleh tanah ibu kota nusantara ikn pimpin menteri koordinator bidang maritim investasi menko marves luhut binsar pandjaitan temu turut cont,Monday 19022024 there was a quick coordination meeting by the land capital of the archipelago IKN led by the Coordinating Minister for Maritime Investment Coordinating Minister for Maritime Affairs Luhut Binsar Pandjaitan meeting also cont
3306,tetap semangat sobat selalu ikut kembang positif lalu sosial media ibu kota nusantara,"Keep your spirits up, friends, always follow the positive developments on social media in the capital of the archipelago"
3307,ibu kota nusantara bukan si,the capital of the archipelago is not si
3308,skema pindah asn ikn nusantara,ASN IKN Nusantara transfer scheme
3309,investor luar negeri hendak tanam modal ibu kota nusantara ikn dapat golden visa syarat jauh lebih mudah bijak sebut harap dorong investasi masuk ikn from,"foreign investors want to invest capital in the capital of the archipelago, IKN, get a golden visa, the conditions are much easier, wisely, please encourage investment into IKN from"
3310,kepala otorita ibu kota negara nusantara ikn bambang susantono ungkap ikn kalimantan nanti jadi tempat layak huni cinta semua kalang kota desain polusi rendah punya konektivitas internet cepat nanti ikn,Head of the Indonesian Capital Authority IKN Bambang Susantono said that IKN Kalimantan will become a habitable place loved by all city dwellers. The design has low pollution and will have fast internet connectivity.
3311,bca pasti mulai laku leta batu pertama groundbreaking ibu kota nusantara ikn 2024,"BCA will definitely start selling as the first stone of the groundbreaking for the capital of the archipelago, IKN 2024"
3312,infrastruktur konektivitas utama jalan tol indonesia bangun canggih ibu kota nusantara ikn kalimantan timur,"Indonesia's main toll road connectivity infrastructure is building a state-of-the-art capital city of the archipelago, East Kalimantan"
3313,atrbpn senin 19022024 ada rapat koordinasi rakor cepat oleh tanah ibu kota nusantara ikn pimpin menteri koordinator bidang maritim investasi menko marves,"atrbpn monday 19022024 there was a quick coordination meeting by the land capital of the archipelago, iKn led by the coordinating minister for maritime investment, the coordinating minister for maritime affairs"
3314,atrbpn senin 19022024 ada rapat koordinasi rakor cepat oleh tanah ibu kota nusantara ikn pimpin menteri koordinator bidang maritim investasi menko marves,"atrbpn monday 19022024 there was a quick coordination meeting by the land capital of the archipelago, iKn led by the coordinating minister for maritime investment, the coordinating minister for maritime affairs"
3315,rutin gelar patroli dialogis intensif personel satgas ops nusantara mahakam pasti aman bangun ibu kota nusantara,Routinely carrying out intensive dialogue patrols by Mahakam Archipelago Operations Task Force personnel will ensure that it is safe to build the capital of the archipelago
3316,dukung penuh warga dayak pindah ibu kota nusantara,Full support for Dayak residents moving to the capital of the archipelago
3317,pindah ibu kota nusantara wilayah sekitar alami kembang pesat,"Moving to the capital of the archipelago, the surrounding area is experiencing rapid development"
3318,senin 19022024 ada rapat koordinasi rakor cepat oleh tanah ibu kota nusantara ikn pimpin menteri koordinator bidang maritim investasi menko marves luhut binsar pandjaitan,"Monday 19022024 there was a quick coordination meeting by the land capital of the archipelago, IKN, lead coordinating minister for maritime investment, coordinating minister for maritime affairs, Luhut Binsar Pandjaitan"
3319,pindah ibu kota nusantara bukan soal infrastruktur sejahtera rakyat,Moving to the capital of the archipelago is not about infrastructure for the welfare of the people
3320,presiden pandang pindah ibu kota nusantara,The president is considering moving the archipelago's capital
3321,bangun ibu kota nusantara harap tingkat aksesibilitas konektivitas antarwilayah mudah,"build the capital of the archipelago, hope that the level of connectivity accessibility between regions will be easy"
3323,bangun ibu kota nusantara jadi motivasi perintah daerah tingkat infrastruktur layan publik cipta lingkung ramah investasi,building the capital city of the archipelago is a motivation for regional orders at the public service infrastructure level to create an investment-friendly environment
3324,pindah ibu kota nusantara wilayah sekitar alami kembang pesat,"Moving to the capital of the archipelago, the surrounding area is experiencing rapid development"
3325,senin 19022024 ada rapat koordinasi rakor cepat oleh tanah ibu kota nusantara ikn pimpin menteri koordinator bidang maritim investasi menko marves simak lengkap,"Monday 19022024 there was a quick coordination meeting by the land capital of the archipelago, IKN, lead coordinating minister for maritime investment, coordinating minister for maritime affairs, see in full"
3326,ibu kota nusantara bangun indonesia tengah,the capital city of the archipelago wakes up central Indonesia
3327,ibu kota nusantara jadi panggung utama kreasi seni budaya bagai daerah kaya keanekaragaman budaya indonesia,The capital city of the archipelago is the main stage for artistic and cultural creation as an area rich in Indonesian cultural diversity
3329,ibu kota nusantara beri sempat daerah kembang pesat,The capital city of the archipelago has become an area of ​​rapid development
3330,dukung warga kalimantan pindah ibu kota nusantara,support Kalimantan residents to move to the capital of the archipelago
3331,pindah ibu kota nusantara,moved to the capital of the archipelago
3332,senin 19022024 ada rapat koordinasi rakor cepat oleh tanah ibu kota nusantara ikn pimpin menteri koordinator bidang maritim investasi menko marves luhut binsar pandjaitan,"Monday 19022024 there was a quick coordination meeting by the land capital of the archipelago, IKN, lead coordinating minister for maritime investment, coordinating minister for maritime affairs, Luhut Binsar Pandjaitan"
3333,ibu kota nusantara beri sempat daerah kembang pe,The capital city of the archipelago has become a flowering area
3335,warga tempat partisipasi proses bangun ibu kota nusantara tingkat rasa milik tanggung jawab kota baru sebut,Residents of the place of participation in the process of building the archipelago's capital city have a sense of ownership and responsibility for the new city
3336,presiden jokowi yakin pindah ibu kota nusantara cepat bangun infrastruktur modern indonesia,President Jokowi is confident that moving to the archipelago's capital will quickly build Indonesia's modern infrastructure
3338,12 ribu asn bakal pindah ikn,12 thousand foreign workers will move to IKN
3339,dukung pindah ibu kota nusantara bentuk ubah inovasi bangun indonesia,support moving the capital city of the archipelago to change innovation and build Indonesia
3342,dukung pindah ibu kota nusantara wujud adil sosial seluruh masyarakat indonesia,support moving to the capital of the archipelago as a form of social justice for all Indonesian people
